2000;0,028046;13,379296;0,040898;0,025714;13,448240;1
2000;1,159610;8,983266;2,049095;4,479460;12,191971;2
2000;0,810431;12,942147;1,681252;10,205569;15,433830;3
2000;0,814053;14,690323;1,627695;12,649941;17,132071;4

4000;0,111991;94,239289;0,055190;0,010242;94,406470;1
4000;2,911296;61,083926;6,974337;15,736230;70,969559;2
4000;4,091857;54,250825;4,605695;25,240453;62,948377;3
4000;3,199465;49,515403;5,961891;29,916977;58,676759;4

6000;0,232672;314,648860;0,137757;0,032992;315,019289;1
6000;7,624029;187,303150;12,231810;32,120352;207,158989;2
6000;7,007529;143,779960;10,372972;42,619731;161,160461;3
6000;6,986455;121,580995;12,884313;47,208041;141,451763;4

8000;0,403347;715,443052;0,236925;0,036442;716,083324;1
8000;13,689337;433,462161;23,238694;64,722499;470,390192;2
8000;12,813368;313,159309;17,705248;70,275008;343,677925;3
8000;11,907670;264,315282;20,089184;84,502601;296,312136;4
